,idx,AirQualityStation,img_path,s5p_path,Countrycode,Altitude,PopulationDensity,rural,suburban,urban,background,industrial,traffic,no2
1483,1483,STA-FR01011,STA-FR01011/S2A_MSIL2A_20200407T104021_N0214_R008_T31UGQ_20200407T113125.npy,STA-FR01011/l3_mean_europe_2018_2020_005dg.netcdf,FR,192.0,168.4,0,0,1,1,0,0,20.412827251486227
1484,1484,STA.IE.IE0140A,STA.IE.IE0140A/S2A_MSIL2A_20200415T114351_N0214_R123_T29UPV_20200415T142447.npy,STA.IE.IE0140A/l3_mean_europe_2018_2020_005dg.netcdf,IE,15.0,1487.3,0,1,0,1,0,0,15.61037642838474
1485,1485,STA.05.6072,STA.05.6072/S2A_MSIL2A_20201114T101301_N0214_R022_T33TUN_20201114T120346.npy,STA.05.6072/l3_mean_europe_2018_2020_005dg.netcdf,AT,775.0,38.5,0,1,0,1,0,0,17.153593026897706
1486,1486,STA-RS0037A,STA-RS0037A/S2A_MSIL2A_20200817T094041_N0214_R036_T34TDQ_20200817T110529.npy,STA-RS0037A/l3_mean_europe_2018_2020_005dg.netcdf,RS,141.0,535.2,0,0,1,1,0,0,25.48832721846368
1487,1487,STA.DE_DESL012,STA.DE_DESL012/S2B_MSIL2A_20200422T103619_N0214_R008_T32ULV_20200422T140230.npy,STA.DE_DESL012/l3_mean_europe_2018_2020_005dg.netcdf,DE,192.0,802.7,0,0,1,1,0,0,30.712683257110072
1488,1488,STA-CH0008A,STA-CH0008A/S2A_MSIL2A_20200713T103031_N0214_R108_T32TLT_20200713T132504.npy,STA-CH0008A/l3_mean_europe_2018_2020_005dg.netcdf,CH,316.0,557.3,0,1,0,1,0,0,17.516619869779056
1489,1489,STA_ES1169A,STA_ES1169A/S2A_MSIL2A_20200801T105631_N0214_R094_T30STF_20200801T115206.npy,STA_ES1169A/l3_mean_europe_2018_2020_005dg.netcdf,ES,51.0,170.9,0,1,0,0,1,0,12.083521176889311
1490,1490,STA_PL0054A,STA_PL0054A/S2A_MSIL2A_20200915T101031_N0214_R022_T33UVS_20200915T130644.npy,STA_PL0054A/l3_mean_europe_2018_2020_005dg.netcdf,PL,356.0,100.0,1,0,0,0,1,0,10.425220698653344
1491,1491,STA_NO0061A,STA_NO0061A/S2B_MSIL2A_20201012T104909_N0214_R051_T32VNL_20201012T133544.npy,STA_NO0061A/l3_mean_europe_2018_2020_005dg.netcdf,NO,14.0,12.2,0,1,0,0,0,1,17.79540612403709
1492,1492,STA_ES1163A,STA_ES1163A/S2A_MSIL2A_20200725T110631_N0214_R137_T30TWN_20200725T120536.npy,STA_ES1163A/l3_mean_europe_2018_2020_005dg.netcdf,ES,471.0,24.9,0,0,1,0,1,0,7.9308636149126945
1493,1493,STA.IT2142A,STA.IT2142A/S2B_MSIL2A_20200815T095039_N0214_R079_T33TWG_20200815T120650.npy,STA.IT2142A/l3_mean_europe_2018_2020_005dg.netcdf,IT,150.0,90.9,1,0,0,1,0,0,5.964393562118302
1494,1494,STA.DE_DENW247,STA.DE_DENW247/S2A_MSIL2A_20200805T104031_N0214_R008_T32ULB_20200805T121101.npy,STA.DE_DENW247/l3_mean_europe_2018_2020_005dg.netcdf,DE,155.0,2817.6,0,1,0,1,0,0,30.75139248193353
1495,1495,STA.DE_DEBY115,STA.DE_DEBY115/S2B_MSIL2A_20200913T101629_N0214_R065_T32UPU_20200913T131152.npy,STA.DE_DEBY115/l3_mean_europe_2018_2020_005dg.netcdf,DE,521.0,4721.9,0,0,1,0,0,1,66.20001048391838
1496,1496,STA.DE_DEHE061,STA.DE_DEHE061/S2A_MSIL2A_20200921T103031_N0214_R108_T32UMB_20200921T151006.npy,STA.DE_DEHE061/l3_mean_europe_2018_2020_005dg.netcdf,DE,162.0,314.1,0,0,1,0,0,1,43.942129214065
1497,1497,STA-PT03087,STA-PT03087/S2A_MSIL2A_20200830T113321_N0214_R080_T29SMC_20200830T142737.npy,STA-PT03087/l3_mean_europe_2018_2020_005dg.netcdf,PT,143.0,1010.7,0,0,1,1,0,0,21.22482370855026
1498,1498,STA-NL00491,STA-NL00491/S2A_MSIL2A_20200321T105021_N0214_R051_T31UET_20200321T135104.npy,STA-NL00491/l3_mean_europe_2018_2020_005dg.netcdf,NL,0.0,1183.2,0,0,1,0,0,1,32.69015898427063
1499,1499,STA-FR23075,STA-FR23075/S2B_MSIL2A_20200730T110619_N0214_R137_T30TWT_20200730T131922.npy,STA-FR23075/l3_mean_europe_2018_2020_005dg.netcdf,FR,8.0,207.5,0,1,0,0,1,0,11.571243400890117
1500,1500,STA-SK0269A,STA-SK0269A/S2A_MSIL2A_20200123T095311_N0213_R079_T33UYP_20200123T112027.npy,STA-SK0269A/l3_mean_europe_2018_2020_005dg.netcdf,SK,143.0,107.7,0,0,1,0,0,1,34.14337378941572
1501,1501,STA.IT2064A,STA.IT2064A/S2B_MSIL2A_20201119T101319_N0214_R022_T32TQP_20201119T120649.npy,STA.IT2064A/l3_mean_europe_2018_2020_005dg.netcdf,IT,516.0,106.0,0,1,0,0,1,0,10.841175700109492
1502,1502,Station_GB0923A,Station_GB0923A/S2A_MSIL2A_20201105T112251_N0214_R037_T30VWJ_20201105T140902.npy,Station_GB0923A/l3_mean_europe_2018_2020_005dg.netcdf,GB,27.0,76.2,0,0,1,0,0,1,38.21629433525569
1503,1503,STA.IT1740A,STA.IT1740A/S2A_MSIL2A_20200830T095031_N0214_R079_T33TWF_20200830T115423.npy,STA.IT1740A/l3_mean_europe_2018_2020_005dg.netcdf,IT,187.0,55.9,1,0,0,0,1,0,12.287533477207408
1504,1504,STA-FR14029,STA-FR14029/S2A_MSIL2A_20200808T105031_N0214_R051_T31UFQ_20200808T115957.npy,STA-FR14029/l3_mean_europe_2018_2020_005dg.netcdf,FR,101.0,69.6,0,1,0,1,0,0,10.801831754636568
1505,1505,STA-FR18042,STA-FR18042/S2B_MSIL2A_20200515T104619_N0214_R051_T31UER_20200515T135604.npy,STA-FR18042/l3_mean_europe_2018_2020_005dg.netcdf,FR,95.0,71.8,0,0,1,1,0,0,19.48906543899247
1506,1506,STA-BETR010,STA-BETR010/S2A_MSIL2A_20200530T105031_N0214_R051_T31UES_20200530T134211.npy,STA-BETR010/l3_mean_europe_2018_2020_005dg.netcdf,BE,68.0,670.9,0,1,0,1,0,0,23.67269524368761
1507,1507,STA_NO0127A,STA_NO0127A/S2B_MSIL2A_20200803T104629_N0214_R051_T33WWS_20200803T125111.npy,STA_NO0127A/l3_mean_europe_2018_2020_005dg.netcdf,NO,100.0,6.6,1,0,0,0,0,1,20.602980006874304
1508,1508,STA_ES1973A,STA_ES1973A/S2B_MSIL2A_20200707T105619_N0214_R094_T30SVG_20200707T135135.npy,STA_ES1973A/l3_mean_europe_2018_2020_005dg.netcdf,ES,684.0,72.9,0,1,0,1,0,0,19.452454556695933
1509,1509,STA_ES1175A,STA_ES1175A/S2B_MSIL2A_20200703T112119_N0214_R037_T29TPH_20200703T140926.npy,STA_ES1175A/l3_mean_europe_2018_2020_005dg.netcdf,ES,600.0,33.7,1,0,0,0,1,0,9.504694549445189
1510,1510,STA.IT0508A,STA.IT0508A/S2B_MSIL2A_20191026T101029_N0213_R022_T32TQS_20191026T133255.npy,STA.IT0508A/l3_mean_europe_2018_2020_005dg.netcdf,IT,830.0,71.8,0,0,1,1,0,0,20.447673068923365
1511,1511,STA-RO0189A,STA-RO0189A/S2B_MSIL2A_20200915T092029_N0214_R093_T35TMN_20200915T112537.npy,STA-RO0189A/l3_mean_europe_2018_2020_005dg.netcdf,RO,350.0,73.5,0,0,1,0,1,0,18.529943845921917
1512,1512,STA-HU0033A,STA-HU0033A/S2B_MSIL2A_20200407T095029_N0214_R079_T33TYN_20200407T123458.npy,STA-HU0033A/l3_mean_europe_2018_2020_005dg.netcdf,HU,215.0,97.2,0,0,1,0,1,0,21.267074716521535
1513,1513,STA_ES1779A,STA_ES1779A/S2A_MSIL2A_20200910T105631_N0214_R094_T30TWM_20200910T135152.npy,STA_ES1779A/l3_mean_europe_2018_2020_005dg.netcdf,ES,336.0,62.3,1,0,0,0,1,0,7.574025521916474
1514,1514,STA-TR100241,STA-TR100241/S2B_MSIL2A_20200701T085559_N0214_R007_T35TNE_20200701T124301.npy,STA-TR100241/l3_mean_europe_2018_2020_005dg.netcdf,TR,38.0,85.9,0,0,1,1,0,0,26.95950016944592
1515,1515,STA_ES1801A,STA_ES1801A/S2A_MSIL2A_20200910T105631_N0214_R094_T30TVK_20200910T135152.npy,STA_ES1801A/l3_mean_europe_2018_2020_005dg.netcdf,ES,584.0,827.3,0,0,1,0,1,0,19.104874956782297
1516,1516,STA.DE_DEBB053,STA.DE_DEBB053/S2A_MSIL2A_20200408T101021_N0214_R022_T33UVU_20200408T161405.npy,STA.DE_DEBB053/l3_mean_europe_2018_2020_005dg.netcdf,DE,88.0,91.0,1,0,0,1,0,0,9.919649977139366
1517,1517,STA-SE157868,STA-SE157868/S2B_MSIL2A_20200615T101559_N0214_R065_T33VVE_20200615T141117.npy,STA-SE157868/l3_mean_europe_2018_2020_005dg.netcdf,SE,97.5,34.4,0,0,1,0,0,1,22.7263336111526
1518,1518,STA-BETR501,STA-BETR501/S2A_MSIL2A_20200917T105031_N0214_R051_T31UFR_20200917T134757.npy,STA-BETR501/l3_mean_europe_2018_2020_005dg.netcdf,BE,115.0,772.2,0,0,1,1,0,0,28.07926829268293
1519,1519,STA_PL0184A,STA_PL0184A/S2A_MSIL2A_20200701T095031_N0214_R079_T34UCB_20200701T123557.npy,STA_PL0184A/l3_mean_europe_2018_2020_005dg.netcdf,PL,265.0,168.3,0,0,1,1,0,0,18.986163526808536
1520,1520,STA-RO0081A,STA-RO0081A/S2B_MSIL2A_20200428T092029_N0214_R093_T34TGQ_20200428T122503.npy,STA-RO0081A/l3_mean_europe_2018_2020_005dg.netcdf,RO,98.0,86.4,0,1,0,0,1,0,11.575887684546506
1521,1521,STA.DE_DEBW010,STA.DE_DEBW010/S2A_MSIL2A_20200812T103031_N0214_R108_T32UMV_20200812T131334.npy,STA.DE_DEBW010/l3_mean_europe_2018_2020_005dg.netcdf,DE,162.0,519.2,0,1,0,1,0,0,16.151586187319804
1522,1522,Station_GB0586A,Station_GB0586A/S2B_MSIL2A_20200119T110259_N0213_R094_T30UYC_20200119T121843.npy,Station_GB0586A/l3_mean_europe_2018_2020_005dg.netcdf,GB,60.0,4964.6,0,1,0,1,0,0,16.272012301802768
1523,1523,STA-FR28022,STA-FR28022/S2A_MSIL2A_20200811T105631_N0214_R094_T31UDR_20200811T134108.npy,STA-FR28022/l3_mean_europe_2018_2020_005dg.netcdf,FR,90.0,218.6,0,1,0,0,0,1,15.334907745563346
1524,1524,STA-FR12052,STA-FR12052/S2B_MSIL2A_20200806T105619_N0214_R094_T30TYN_20200806T131026.npy,STA-FR12052/l3_mean_europe_2018_2020_005dg.netcdf,FR,311.0,50.5,0,0,1,1,0,0,13.001759594069927
1525,1525,STA-FR15039,STA-FR15039/S2A_MSIL2A_20200414T103021_N0214_R108_T31TGL_20200414T132613.npy,STA-FR15039/l3_mean_europe_2018_2020_005dg.netcdf,FR,225.0,161.6,0,0,1,0,0,1,40.238040737821024
1526,1526,STA-NL00722,STA-NL00722/S2B_MSIL2A_20200731T103629_N0214_R008_T31UGT_20200731T140558.npy,STA-NL00722/l3_mean_europe_2018_2020_005dg.netcdf,NL,19.0,257.8,1,0,0,1,0,0,13.87339169549546
1527,1527,STA-HU0028A,STA-HU0028A/S2B_MSIL2A_20200822T094039_N0214_R036_T34UEU_20200822T115325.npy,STA-HU0028A/l3_mean_europe_2018_2020_005dg.netcdf,HU,115.0,94.9,0,0,1,0,0,1,23.07399813255825
1528,1528,STA-HU0039A,STA-HU0039A/S2A_MSIL2A_20200919T095031_N0214_R079_T34UCU_20200919T115531.npy,STA-HU0039A/l3_mean_europe_2018_2020_005dg.netcdf,HU,122.0,134.6,0,0,1,1,0,0,11.761783510059296
1529,1529,STA_PL0682A,STA_PL0682A/S2B_MSIL2A_20200815T095039_N0214_R079_T34UDE_20200815T120650.npy,STA_PL0682A/l3_mean_europe_2018_2020_005dg.netcdf,PL,117.0,72.8,0,0,1,1,0,0,15.06130922823274
1530,1530,STA.DE_DEHE022,STA.DE_DEHE022/S2B_MSIL2A_20200807T102559_N0214_R108_T32UMA_20200807T132026.npy,STA.DE_DEHE022/l3_mean_europe_2018_2020_005dg.netcdf,DE,121.0,1399.5,0,0,1,1,0,0,27.78089982440588
1531,1531,STA.DE_DEBW120,STA.DE_DEBW120/S2A_MSIL2A_20200322T102021_N0214_R065_T32UNV_20200322T120506.npy,STA.DE_DEBW120/l3_mean_europe_2018_2020_005dg.netcdf,DE,387.0,632.0,0,0,1,0,0,1,45.35113185144808
1532,1532,STA.DE_DEHE037,STA.DE_DEHE037/S2B_MSIL2A_20200807T102559_N0214_R108_T32UMA_20200807T132026.npy,STA.DE_DEHE037/l3_mean_europe_2018_2020_005dg.netcdf,DE,145.0,1399.5,0,0,1,0,0,1,47.576977483535785
1533,1533,STA.CZ_APRU,STA.CZ_APRU/S2A_MSIL2A_20200813T100031_N0214_R122_T33UVR_20200813T113828.npy,STA.CZ_APRU/l3_mean_europe_2018_2020_005dg.netcdf,CZ,267.0,2683.7,0,0,1,0,0,1,29.39009825058058
1534,1534,STA_PL0495A,STA_PL0495A/S2B_MSIL2A_20200908T093039_N0214_R136_T34UEA_20200908T122405.npy,STA_PL0495A/l3_mean_europe_2018_2020_005dg.netcdf,PL,203.0,177.7,0,0,1,1,0,0,18.08003337770328
1535,1535,STA-NL00564,STA-NL00564/S2B_MSIL2A_20200326T104639_N0214_R051_T31UFU_20200326T141923.npy,STA-NL00564/l3_mean_europe_2018_2020_005dg.netcdf,NL,1.0,1968.5,1,0,0,1,0,0,22.865509201608013
1536,1536,STA_NO0075A,STA_NO0075A/S2B_MSIL2A_20200614T104629_N0214_R051_T32VNN_20200614T143356.npy,STA_NO0075A/l3_mean_europe_2018_2020_005dg.netcdf,NO,212.0,7.9,0,1,0,1,0,0,12.656016117161755
1537,1537,STA-FR04063,STA-FR04063/S2A_MSIL2A_20200520T105031_N0214_R051_T31UDQ_20200520T134332.npy,STA-FR04063/l3_mean_europe_2018_2020_005dg.netcdf,FR,32.0,635.1,0,1,0,1,0,0,19.37080274765816
1538,1538,STA.04.S406,STA.04.S406/S2A_MSIL2A_20200408T101021_N0214_R022_T33UVP_20200408T161405.npy,STA.04.S406/l3_mean_europe_2018_2020_005dg.netcdf,AT,316.0,346.7,0,1,0,1,0,0,23.14637640741434
1539,1539,Station_GB1042A,Station_GB1042A/S2B_MSIL2A_20200921T112119_N0214_R037_T30UXE_20200921T132441.npy,Station_GB1042A/l3_mean_europe_2018_2020_005dg.netcdf,GB,4.0,3677.5,0,0,1,0,0,1,27.183507518279427
1540,1540,Station_GB0043R,Station_GB0043R/S2A_MSIL2A_20200601T113331_N0214_R080_T29UQT_20200601T123416.npy,Station_GB0043R/l3_mean_europe_2018_2020_005dg.netcdf,GB,160.0,66.8,1,0,0,1,0,0,5.93127221223421
1541,1541,Station_GB0863A,Station_GB0863A/S2B_MSIL2A_20200531T110619_N0214_R137_T30UXF_20200531T131801.npy,Station_GB0863A/l3_mean_europe_2018_2020_005dg.netcdf,GB,110.0,2026.9,0,0,1,1,0,0,14.074439401131508
1542,1542,STA-SK0007R,STA-SK0007R/S2A_MSIL2A_20200123T095311_N0213_R079_T33UYP_20200123T112027.npy,STA-SK0007R/l3_mean_europe_2018_2020_005dg.netcdf,SK,113.0,138.5,1,0,0,1,0,0,7.064792141235764
1543,1543,STA-FR29429,STA-FR29429/S2A_MSIL2A_20200805T104031_N0214_R008_T31TFL_20200805T112609.npy,STA-FR29429/l3_mean_europe_2018_2020_005dg.netcdf,FR,259.0,160.6,0,1,0,0,0,1,35.050826252860915
1544,1544,STA-FR41017,STA-FR41017/S2B_MSIL2A_20200622T100559_N0214_R022_T32TNN_20200622T134211.npy,STA-FR41017/l3_mean_europe_2018_2020_005dg.netcdf,FR,47.0,38.6,0,1,0,1,0,0,7.209140664280242
1545,1545,STA.DE_DEMV007,STA.DE_DEMV007/S2B_MSIL2A_20200327T101629_N0214_R065_T32UPF_20200327T134849.npy,STA.DE_DEMV007/l3_mean_europe_2018_2020_005dg.netcdf,DE,5.0,1159.2,0,1,0,1,0,0,9.937637182377095
1546,1546,STA.DE_DEBB075,STA.DE_DEBB075/S2B_MSIL2A_20200801T100559_N0214_R022_T32UQD_20200801T135302.npy,STA.DE_DEBB075/l3_mean_europe_2018_2020_005dg.netcdf,DE,39.0,1034.5,0,1,0,1,0,0,15.247537710001248
1547,1547,STA.DE_DERP023,STA.DE_DERP023/S2A_MSIL2A_20200812T103031_N0214_R108_T32UMV_20200812T131334.npy,STA.DE_DERP023/l3_mean_europe_2018_2020_005dg.netcdf,DE,97.0,792.4,0,0,1,0,0,1,27.20192167714123
1548,1548,STA-SE0066A,STA-SE0066A/S2A_MSIL2A_20200918T102031_N0214_R065_T34VCM_20200918T112151.npy,STA-SE0066A/l3_mean_europe_2018_2020_005dg.netcdf,SE,24.0,356.6,1,0,0,1,0,0,3.0873364635221643
1549,1549,STA-FR31040,STA-FR31040/S2B_MSIL2A_20200707T105619_N0214_R094_T30TYQ_20200707T130915.npy,STA-FR31040/l3_mean_europe_2018_2020_005dg.netcdf,FR,17.0,62.0,0,0,1,0,0,1,16.505006983033304
1550,1550,STA_ES1579A,STA_ES1579A/S2B_MSIL2A_20200730T110619_N0214_R137_T30TVN_20200730T131922.npy,STA_ES1579A/l3_mean_europe_2018_2020_005dg.netcdf,ES,88.0,110.4,0,0,1,1,0,0,12.163113696566064
1551,1551,STA-NL00404,STA-NL00404/S2A_MSIL2A_20200321T105021_N0214_R051_T31UET_20200321T135104.npy,STA-NL00404/l3_mean_europe_2018_2020_005dg.netcdf,NL,2.0,3352.0,0,0,1,1,0,0,24.51024556075432
1552,1552,STA_ES1645A,STA_ES1645A/S2A_MSIL2A_20200910T105631_N0214_R094_T30TVK_20200910T135152.npy,STA_ES1645A/l3_mean_europe_2018_2020_005dg.netcdf,ES,631.0,827.3,0,0,1,1,0,0,36.46058803340579
1553,1553,STA_ES1591A,STA_ES1591A/S2B_MSIL2A_20200703T112119_N0214_R037_T29TPH_20200703T140926.npy,STA_ES1591A/l3_mean_europe_2018_2020_005dg.netcdf,ES,450.0,29.9,1,0,0,0,1,0,8.074944849208174
1554,1554,STA-SE0022A,STA-SE0022A/S2A_MSIL2A_20200319T101021_N0214_R022_T33VXF_20200319T130518.npy,STA-SE0022A/l3_mean_europe_2018_2020_005dg.netcdf,SE,58.0,356.6,0,0,1,1,0,0,11.455289580722791
1555,1555,STA.DE_DESH057,STA.DE_DESH057/S2A_MSIL2A_20200815T104031_N0214_R008_T32UNF_20200815T115046.npy,STA.DE_DESH057/l3_mean_europe_2018_2020_005dg.netcdf,DE,30.0,2117.5,0,0,1,1,0,0,15.919312165799456
1556,1556,STA_ES0017R,STA_ES0017R/S2A_MSIL2A_20200725T110631_N0214_R137_T29SQB_20200725T120536.npy,STA_ES0017R/l3_mean_europe_2018_2020_005dg.netcdf,ES,35.0,52.5,1,0,0,1,0,0,3.3877951257976924
1557,1557,STA.IT0887A,STA.IT0887A/S2A_MSIL2A_20201221T100431_N0214_R122_T33TUG_20201221T115632.npy,STA.IT0887A/l3_mean_europe_2018_2020_005dg.netcdf,IT,89.0,823.7,0,1,0,0,0,1,28.53330133205328
1558,1558,STA.DE_DEBW076,STA.DE_DEBW076/S2A_MSIL2A_20200812T103031_N0214_R108_T32UMV_20200812T131334.npy,STA.DE_DEBW076/l3_mean_europe_2018_2020_005dg.netcdf,DE,148.0,395.1,0,1,0,1,0,0,16.315137022744025
1559,1559,Station_GB0643A,Station_GB0643A/S2A_MSIL2A_20200327T110651_N0214_R137_T30UWC_20200327T123129.npy,Station_GB0643A/l3_mean_europe_2018_2020_005dg.netcdf,GB,55.0,286.6,0,0,1,1,0,0,17.505397627498137
1560,1560,STA.IT2090A,STA.IT2090A/S2A_MSIL2A_20201215T094411_N0214_R036_T33SXD_20201215T122157.npy,STA.IT2090A/l3_mean_europe_2018_2020_005dg.netcdf,IT,2.0,105.9,1,0,0,0,1,0,11.038632042695204
1561,1561,STA-RO0207A,STA-RO0207A/S2B_MSIL2A_20200316T090659_N0214_R050_T35TMJ_20200316T123434.npy,STA-RO0207A/l3_mean_europe_2018_2020_005dg.netcdf,RO,23.0,77.6,0,0,1,0,0,1,34.84429125116477
1562,1562,STA.IT0856A,STA.IT0856A/S2A_MSIL2A_20200620T102031_N0214_R065_T32TMQ_20200620T131229.npy,STA.IT0856A/l3_mean_europe_2018_2020_005dg.netcdf,IT,45.0,460.4,0,0,1,1,0,0,16.374145460331533
1563,1563,STA.IT1989A,STA.IT1989A/S2B_MSIL2A_20200524T094029_N0214_R036_T33SWC_20200524T123152.npy,STA.IT1989A/l3_mean_europe_2018_2020_005dg.netcdf,IT,40.0,171.3,0,0,1,0,0,1,19.07419837616621
1564,1564,STA-BG0050A,STA-BG0050A/S2A_MSIL2A_20200831T092031_N0214_R093_T34TFN_20200831T122905.npy,STA-BG0050A/l3_mean_europe_2018_2020_005dg.netcdf,BG,581.0,1015.9,0,0,1,1,0,0,31.95553397124662
1565,1565,STA-MK0044A,STA-MK0044A/S2B_MSIL2A_20200218T092029_N0214_R093_T34TEL_20200218T121747.npy,STA-MK0044A/l3_mean_europe_2018_2020_005dg.netcdf,MK,269.0,37.6,0,0,1,0,1,0,28.5497359683551
1566,1566,STA.IT0544A,STA.IT0544A/S2B_MSIL2A_20200403T100549_N0214_R022_T32TNQ_20200403T135337.npy,STA.IT0544A/l3_mean_europe_2018_2020_005dg.netcdf,IT,210.0,112.0,0,1,0,1,0,0,22.47676219984508
1567,1567,STA.IT2210A,STA.IT2210A/S2A_MSIL2A_20201019T095041_N0214_R079_T33TVF_20201019T115444.npy,STA.IT2210A/l3_mean_europe_2018_2020_005dg.netcdf,IT,303.0,150.1,0,1,0,0,1,0,11.99907201332767
1568,1568,STA.IT0867A,STA.IT0867A/S2A_MSIL2A_20201221T100431_N0214_R122_T33TUG_20201221T115632.npy,STA.IT0867A/l3_mean_europe_2018_2020_005dg.netcdf,IT,397.0,57.0,0,0,1,0,0,1,21.19013409961686
1569,1569,STA_ES1806A,STA_ES1806A/S2A_MSIL2A_20200910T105631_N0214_R094_T30TVK_20200910T135152.npy,STA_ES1806A/l3_mean_europe_2018_2020_005dg.netcdf,ES,795.0,827.3,1,0,0,1,0,0,5.058464022140222
1570,1570,STA_ES1472A,STA_ES1472A/S2B_MSIL2A_20200806T105619_N0214_R094_T30TXN_20200806T131026.npy,STA_ES1472A/l3_mean_europe_2018_2020_005dg.netcdf,ES,449.0,62.5,0,0,1,1,0,0,21.186563497912054
1571,1571,STA.DE_DEBY012,STA.DE_DEBY012/S2A_MSIL2A_20200518T101031_N0214_R022_T32UQU_20200518T130110.npy,STA.DE_DEBY012/l3_mean_europe_2018_2020_005dg.netcdf,DE,420.0,196.8,0,1,0,1,0,0,21.291156067962643
1572,1572,STA.DE_DEMV022,STA.DE_DEMV022/S2B_MSIL2A_20200327T101629_N0214_R065_T32UPF_20200327T134849.npy,STA.DE_DEMV022/l3_mean_europe_2018_2020_005dg.netcdf,DE,9.0,1159.2,0,0,1,0,0,1,27.80638089372152
1573,1573,STA.04.S407,STA.04.S407/S2B_MSIL2A_20200821T100559_N0214_R022_T33UUP_20200821T130423.npy,STA.04.S407/l3_mean_europe_2018_2020_005dg.netcdf,AT,420.0,99.3,0,1,0,1,0,0,14.65587542442365
1574,1574,STA_ES1691A,STA_ES1691A/S2A_MSIL2A_20200927T105031_N0214_R051_T30TYK_20200927T135009.npy,STA_ES1691A/l3_mean_europe_2018_2020_005dg.netcdf,ES,616.0,86.2,0,1,0,1,0,0,5.768972947091213
1575,1575,STA-FR08713,STA-FR08713/S2A_MSIL2A_20200825T104031_N0214_R008_T31TDH_20200825T151314.npy,STA-FR08713/l3_mean_europe_2018_2020_005dg.netcdf,FR,50.0,116.7,0,0,1,1,0,0,13.100902269741034
1576,1576,STA_ES2090A,STA_ES2090A/S2B_MSIL2A_20200820T103629_N0214_R008_T31TDF_20200820T133254.npy,STA_ES2090A/l3_mean_europe_2018_2020_005dg.netcdf,ES,418.0,718.7,0,1,0,1,0,0,12.187060889929745
1577,1577,STA_ES2066A,STA_ES2066A/S2A_MSIL2A_20200719T105031_N0214_R051_T30SWF_20200719T134605.npy,STA_ES2066A/l3_mean_europe_2018_2020_005dg.netcdf,ES,200.0,80.3,0,1,0,0,1,0,7.225752707366418
1578,1578,STA.IT2063A,STA.IT2063A/S2A_MSIL2A_20190914T102021_N0213_R065_T32TNR_20190914T140933.npy,STA.IT2063A/l3_mean_europe_2018_2020_005dg.netcdf,IT,48.0,205.7,1,0,0,0,1,0,21.58360003201304
1579,1579,STA-SE0072A,STA-SE0072A/S2A_MSIL2A_20200319T101021_N0214_R022_T33VXF_20200319T130518.npy,STA-SE0072A/l3_mean_europe_2018_2020_005dg.netcdf,SE,28.0,356.6,0,0,1,0,0,1,27.56912697145197
1580,1580,STA.DE_DEBB066,STA.DE_DEBB066/S2B_MSIL2A_20200811T100559_N0214_R022_T33UVT_20200811T133733.npy,STA.DE_DEBB066/l3_mean_europe_2018_2020_005dg.netcdf,DE,52.0,76.2,1,0,0,1,0,0,8.665383063577082
1581,1581,Station_GB0916A,Station_GB0916A/S2B_MSIL2A_20200411T110619_N0214_R137_T30UXB_20200411T135204.npy,Station_GB0916A/l3_mean_europe_2018_2020_005dg.netcdf,GB,40.0,601.7,0,1,0,0,1,0,19.565301673338144
1582,1582,STA-RO0209A,STA-RO0209A/S2B_MSIL2A_20200316T090659_N0214_R050_T35TMJ_20200316T123434.npy,STA-RO0209A/l3_mean_europe_2018_2020_005dg.netcdf,RO,23.0,77.6,0,0,1,0,1,0,17.716916541715538
1583,1583,STA_NO0106A,STA_NO0106A/S2B_MSIL2A_20201012T104909_N0214_R051_T32VNL_20201012T133544.npy,STA_NO0106A/l3_mean_europe_2018_2020_005dg.netcdf,NO,15.0,12.2,0,1,0,0,0,1,14.55308883517768
1584,1584,STA-SI0034A,STA-SI0034A/S2A_MSIL2A_20201124T101341_N0214_R022_T33TUL_20201124T115339.npy,STA-SI0034A/l3_mean_europe_2018_2020_005dg.netcdf,SI,113.0,50.7,0,0,1,1,0,0,24.682828608958364
1585,1585,STA-GR0008A,STA-GR0008A/S2B_MSIL2A_20200925T092029_N0214_R093_T34SEH_20200925T122756.npy,STA-GR0008A/l3_mean_europe_2018_2020_005dg.netcdf,GR,16.0,91.9,0,0,1,0,0,1,29.885556837113928
1586,1586,STA.DE_DEBB029,STA.DE_DEBB029/S2A_MSIL2A_20200408T101021_N0214_R022_T33UVU_20200408T161405.npy,STA.DE_DEBB029/l3_mean_europe_2018_2020_005dg.netcdf,DE,5.0,40.2,0,1,0,0,1,0,11.6170521619439
1587,1587,Station_GB1006A,Station_GB1006A/S2B_MSIL2A_20200411T110619_N0214_R137_T30UXB_20200411T135204.npy,Station_GB1006A/l3_mean_europe_2018_2020_005dg.netcdf,GB,41.0,444.3,0,0,1,0,0,1,23.08684284963611
1588,1588,STA.IT2059A,STA.IT2059A/S2B_MSIL2A_20200725T101559_N0214_R065_T32TMK_20200725T135708.npy,STA.IT2059A/l3_mean_europe_2018_2020_005dg.netcdf,IT,25.0,77.5,0,0,1,1,0,0,5.579555692274098
1589,1589,STA-CH0041A,STA-CH0041A/S2A_MSIL2A_20200713T103031_N0214_R108_T32TLT_20200713T132504.npy,STA-CH0041A/l3_mean_europe_2018_2020_005dg.netcdf,CH,550.0,177.4,0,1,0,1,0,0,16.889410471879813
